3.636363521218299866e-02 3.434343263506889343e-02 5.000000000000000000e-01 5.000000074505805969e-02 2.000000000000000000e+00 4.000000000000000000e+01
0.000000000000000000e+00 1.318681333214044571e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 3.400000000000000000e+01
6.666667014360427856e-02 6.153846159577369690e-02 0.000000000000000000e+00 1.315789520740509033e-01 4.000000000000000000e+00 3.800000000000000000e+01
8.888889104127883911e-02 6.153846159577369690e-02 2.500000000000000000e-01 9.756097197532653809e-02 4.000000000000000000e+00 4.100000000000000000e+01
1.555555611848831177e-01 7.692307978868484497e-02 0.000000000000000000e+00 1.785714328289031982e-01 2.000000000000000000e+00 2.800000000000000000e+01
7.272727042436599731e-02 8.282828330993652344e-02 0.000000000000000000e+00 2.777777910232543945e-01 1.000000000000000000e+00 3.600000000000000000e+01
1.111111119389533997e-01 5.494505539536476135e-02 5.000000000000000000e-01 1.081081107258796692e-01 4.000000000000000000e+00 3.700000000000000000e+01
1.111111119389533997e-01 6.593406945466995239e-02 3.333333432674407959e-01 1.944444477558135986e-01 3.000000000000000000e+00 3.600000000000000000e+01
8.888889104127883911e-02 8.131868392229080200e-02 0.000000000000000000e+00 1.282051354646682739e-01 3.000000000000000000e+00 3.900000000000000000e+01
8.888889104127883911e-02 7.252747565507888794e-02 0.000000000000000000e+00 1.818181872367858887e-01 2.000000000000000000e+00 3.300000000000000000e+01
7.272727042436599731e-02 6.868686527013778687e-02 3.333333432674407959e-01 1.463414579629898071e-01 3.000000000000000000e+00 4.100000000000000000e+01
8.888889104127883911e-02 6.153846159577369690e-02 5.000000000000000000e-01 1.875000000000000000e-01 2.000000000000000000e+00 3.200000000000000000e+01
8.888889104127883911e-02 7.252747565507888794e-02 2.500000000000000000e-01 7.894736528396606445e-02 4.000000000000000000e+00 3.800000000000000000e+01
6.666667014360427856e-02 3.956044092774391174e-02 0.000000000000000000e+00 8.333333581686019897e-02 2.000000000000000000e+00 3.600000000000000000e+01
2.222222276031970978e-02 4.175824299454689026e-02 0.000000000000000000e+00 1.176470592617988586e-01 2.000000000000000000e+00 3.400000000000000000e+01
5.454545468091964722e-02 6.262626498937606812e-02 2.000000029802322388e-01 7.894736528396606445e-02 5.000000000000000000e+00 3.800000000000000000e+01
8.888889104127883911e-02 6.813187152147293091e-02 0.000000000000000000e+00 1.428571492433547974e-01 2.000000000000000000e+00 3.500000000000000000e+01
2.222222276031970978e-02 2.857142873108386993e-02 0.000000000000000000e+00 5.000000074505805969e-02 2.000000000000000000e+00 4.000000000000000000e+01
1.111111119389533997e-01 8.351648598909378052e-02 6.666666865348815918e-01 1.621621549129486084e-01 3.000000000000000000e+00 3.700000000000000000e+01
0.000000000000000000e+00 4.615384712815284729e-02 0.000000000000000000e+00 1.333333402872085571e-01 2.000000000000000000e+00 3.000000000000000000e+01
1.272727251052856445e-01 6.868686527013778687e-02 2.500000000000000000e-01 1.860465109348297119e-01 4.000000000000000000e+00 4.300000000000000000e+01
6.666667014360427856e-02 7.472527772188186646e-02 0.000000000000000000e+00 1.212121248245239258e-01 2.000000000000000000e+00 3.300000000000000000e+01
1.777777820825576782e-01 8.351648598909378052e-02 5.000000000000000000e-01 1.951219439506530762e-01 2.000000000000000000e+00 4.100000000000000000e+01
2.222222276031970978e-02 5.054945126175880432e-02 0.000000000000000000e+00 1.034482792019844055e-01 2.000000000000000000e+00 2.900000000000000000e+01
4.444444552063941956e-02 2.637362666428089142e-02 0.000000000000000000e+00 2.857142873108386993e-02 3.000000000000000000e+00 3.500000000000000000e+01
1.818181760609149933e-02 4.242424294352531433e-02 0.000000000000000000e+00 1.081081107258796692e-01 3.000000000000000000e+00 3.700000000000000000e+01
1.111111119389533997e-01 9.450549632310867310e-02 1.000000000000000000e+00 2.222222238779067993e-01 2.000000000000000000e+00 2.700000000000000000e+01
8.888889104127883911e-02 5.274725332856178284e-02 5.000000000000000000e-01 2.105263173580169678e-01 4.000000000000000000e+00 3.800000000000000000e+01
4.444444552063941956e-02 7.032967358827590942e-02 2.500000000000000000e-01 4.651162773370742798e-02 4.000000000000000000e+00 4.300000000000000000e+01
1.555555611848831177e-01 1.032967045903205872e-01 5.000000000000000000e-01 2.647058963775634766e-01 2.000000000000000000e+00 3.400000000000000000e+01
9.090909361839294434e-02 6.868686527013778687e-02 0.000000000000000000e+00 4.651162773370742798e-02 4.000000000000000000e+00 4.300000000000000000e+01
1.111111119389533997e-01 7.252747565507888794e-02 3.333333432674407959e-01 1.621621549129486084e-01 6.000000000000000000e+00 3.700000000000000000e+01
6.666667014360427856e-02 4.615384712815284729e-02 0.000000000000000000e+00 8.108107745647430420e-02 2.000000000000000000e+00 3.700000000000000000e+01
0.000000000000000000e+00 2.417582459747791290e-02 0.000000000000000000e+00 3.225806355476379395e-02 3.000000000000000000e+00 3.100000000000000000e+01
8.888889104127883911e-02 3.516483679413795471e-02 0.000000000000000000e+00 1.000000014901161194e-01 1.000000000000000000e+00 3.000000000000000000e+01
5.454545468091964722e-02 6.060606241226196289e-02 0.000000000000000000e+00 1.428571492433547974e-01 2.000000000000000000e+00 4.200000000000000000e+01
2.222222276031970978e-02 4.835164919495582581e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 3.500000000000000000e+01
1.777777820825576782e-01 5.494505539536476135e-02 2.500000000000000000e-01 1.081081107258796692e-01 4.000000000000000000e+00 3.700000000000000000e+01
0.000000000000000000e+00 5.274725332856178284e-02 0.000000000000000000e+00 9.375000000000000000e-02 1.000000000000000000e+00 3.200000000000000000e+01
8.888889104127883911e-02 8.571428805589675903e-02 0.000000000000000000e+00 1.891891956329345703e-01 2.000000000000000000e+00 3.700000000000000000e+01
7.272727042436599731e-02 4.848484694957733154e-02 2.500000000000000000e-01 1.250000000000000000e-01 4.000000000000000000e+00 4.000000000000000000e+01
4.444444552063941956e-02 5.934065952897071838e-02 0.000000000000000000e+00 1.724137961864471436e-01 2.000000000000000000e+00 2.900000000000000000e+01
4.444444552063941956e-02 6.373626738786697388e-02 0.000000000000000000e+00 1.176470592617988586e-01 2.000000000000000000e+00 3.400000000000000000e+01
4.444444552063941956e-02 7.032967358827590942e-02 0.000000000000000000e+00 1.470588296651840210e-01 3.000000000000000000e+00 3.400000000000000000e+01
1.333333402872085571e-01 8.131868392229080200e-02 5.000000000000000000e-01 1.904761940240859985e-01 4.000000000000000000e+00 4.200000000000000000e+01
9.090909361839294434e-02 7.070706784725189209e-02 0.000000000000000000e+00 1.578947305679321289e-01 1.000000000000000000e+00 3.800000000000000000e+01
1.111111119389533997e-01 6.153846159577369690e-02 9.090909361839294434e-02 1.666666716337203979e-01 1.100000000000000000e+01 3.600000000000000000e+01
2.222222276031970978e-02 4.395604506134986877e-02 0.000000000000000000e+00 1.250000000000000000e-01 2.000000000000000000e+00 3.200000000000000000e+01
8.888889104127883911e-02 6.153846159577369690e-02 0.000000000000000000e+00 9.090909361839294434e-02 2.000000000000000000e+00 3.300000000000000000e+01
4.444444552063941956e-02 5.714285746216773987e-02 0.000000000000000000e+00 1.388888955116271973e-01 3.000000000000000000e+00 3.600000000000000000e+01
