8.076923076923077371e-02 8.196721311475409222e-02 2.280701754385964786e-01 2.210526315789473617e-01 5.700000000000000000e+01 9.500000000000000000e+01
9.756097560975610095e-02 8.699186991869918562e-02 2.063492063492063378e-01 1.666666666666666574e-01 6.300000000000000000e+01 9.600000000000000000e+01
8.170731707317073489e-02 8.373983739837398410e-02 2.203389830508474534e-01 2.258064516129032195e-01 5.900000000000000000e+01 9.300000000000000000e+01
1.073170731707317055e-01 1.056910569105691117e-01 2.142857142857142738e-01 1.505376344086021556e-01 5.600000000000000000e+01 9.300000000000000000e+01
8.048780487804878259e-02 8.130081300813007950e-02 2.173913043478260809e-01 2.315789473684210509e-01 6.900000000000000000e+01 9.500000000000000000e+01
7.820512820512820484e-02 8.442622950819672623e-02 2.295081967213114804e-01 2.187500000000000000e-01 6.100000000000000000e+01 9.600000000000000000e+01
9.268292682926829174e-02 8.455284552845528101e-02 1.666666666666666574e-01 1.505376344086021556e-01 6.000000000000000000e+01 9.300000000000000000e+01
1.134146341463414670e-01 1.097560975609756101e-01 2.459016393442622905e-01 2.446808510638297796e-01 6.100000000000000000e+01 9.400000000000000000e+01
9.756097560975610095e-02 9.674796747967479016e-02 1.724137931034482873e-01 1.595744680851063912e-01 5.800000000000000000e+01 9.400000000000000000e+01
9.390243902439024404e-02 8.536585365853659180e-02 1.875000000000000000e-01 1.684210526315789436e-01 6.400000000000000000e+01 9.500000000000000000e+01
8.461538461538462008e-02 8.770491803278689102e-02 1.964285714285714246e-01 1.808510638297872453e-01 5.600000000000000000e+01 9.400000000000000000e+01
9.390243902439024404e-02 1.000000000000000056e-01 1.076923076923076983e-01 1.368421052631579038e-01 6.500000000000000000e+01 9.500000000000000000e+01
8.170731707317073489e-02 8.455284552845528101e-02 3.050847457627118842e-01 2.365591397849462485e-01 5.900000000000000000e+01 9.300000000000000000e+01
1.060975609756097532e-01 9.756097560975610095e-02 1.803278688524590223e-01 1.578947368421052544e-01 6.100000000000000000e+01 9.500000000000000000e+01
